"Community
Number","Community
Name",Level,"Room
Number",Room Typem,Room Type Style,"Care
Type",Grade," Gross Unit 
Area (sqft) ","Vacant 
Day",Resident Move in Date,Room Market Price,Resident Actual Rent Payment ,Room Discount
10363,Lake Norman,First,SL05,Studio,Studio,AL,B,  297 ,,10/14/2016,"$4,780 ","$4,400 ",($380)
10363,Lake Norman,First,SL06,Studio,Studio,AL,C,  297 ,,6/16/2017,"$4,780 ","$5,057 ",$277 
10363,Lake Norman,First,SL07,Studio,Studio,AL,B,  297 ,,8/25/2019,"$4,780 ","$3,550 ","($1,230)"
10363,Lake Norman,First,SL08,Studio,Studio,AL,C,  297 ,,10/17/2019,"$4,780 ","$3,050 ","($1,730)"
10363,Lake Norman,First,SL09,Studio,Studio,AL,B,  297 ,,3/15/2019,"$4,780 ","$3,000 ","($1,780)"
10363,Lake Norman,First,SL10,Studio,Studio,AL,C,  297 ,,10/25/2018,"$4,780 ","$3,000 ","($1,780)"
10363,Lake Norman,First,SL11,One Bedroom,One Bedroom,AL,B,  525 ,,11/26/2018,"$5,655 ","$3,800 ","($1,855)"
10363,Lake Norman,First,SL12,Studio,Studio,AL,C,  297 ,,8/6/2019,"$4,780 ","$3,050 ","($1,730)"
10363,Lake Norman,First,SL14,One Bedroom,One Bedroom,AL,B,  525 ,,11/30/2018,"$5,655 ","$3,550 ","($2,105)"
10363,Lake Norman,Second,WSW1,One Bedroom,One Bedroom,AL,C,  663 ,,9/13/2019,"$5,655 ","$4,000 ","($1,655)"
10363,Lake Norman,Second,WSW2,One Bedroom,One Bedroom,AL,C,  663 ,,6/14/2019,"$5,655 ","$3,950 ","($1,705)"
10363,Lake Norman,Second,WSW3,One Bedroom,One Bedroom,AL,C,  663 ,,8/31/2018,"$5,655 ","$4,795 ",($860)
10363,Lake Norman,Second,WSW4,One Bedroom,One Bedroom,AL,C,  525 ,,6/30/2019,"$5,655 ","$3,500 ","($2,155)"
10363,Lake Norman,Second,WSW5,One Bedroom,One Bedroom,AL,C,  663 ,,8/31/2016,"$5,655 ","$4,685 ",($970)
10363,Lake Norman,Second,WSW6,One Bedroom,One Bedroom,AL,C,  663 ,,5/23/2019,"$5,655 ","$4,000 ","($1,655)"
10363,Lake Norman,Second,WSW7,Two Bedroom,Two Bedroom,AL,C,  525 ,,4/30/2019,"$6,145 ","$4,750 ","($1,395)"
10363,Lake Norman,Second,WSW8,Two Bedroom,Two Bedroom,AL,C,  525 ,,9/24/2014,"$6,145 ","$5,984 ",($161)
10363,Lake Norman,First,WW01,One Bedroom,One Bedroom,AL,A,  525 ,,1/31/2019,"$5,655 ","$3,000 ","($2,655)"
10363,Lake Norman,First,WW02,One Bedroom,One Bedroom,AL,A,  525 ,,7/24/2018,"$5,655 ","$3,950 ","($1,705)"
10363,Lake Norman,First,WW03,One Bedroom,One Bedroom,AL,A,  525 ,,10/30/2019,"$5,655 ","$4,600 ","($1,055)"
10363,Lake Norman,First,WW04,One Bedroom,One Bedroom,AL,A,  525 ,,8/31/2019,"$5,655 ","$4,600 ","($1,055)"
10363,Lake Norman,First,WW05,Studio,Studio,AL,A,  525 ,,8/26/2019,"$4,780 ","$3,750 ","($1,030)"
10363,Lake Norman,First,WW06,Studio,Studio,AL,B,  297 ,,4/7/2019,"$4,780 ","$3,350 ","($1,430)"
10363,Lake Norman,First,WW07,Studio,Studio,AL,B,  297 ,,3/12/2019,"$4,780 ","$3,000 ","($1,780)"
10363,Lake Norman,First,WW08,Studio,Studio,AL,B,  297 ,,12/22/2018,"$4,780 ","$3,225 ","($1,555)"
10363,Lake Norman,First,WW09,Studio,Studio,AL,B,  297 ,,6/30/2019,"$4,780 ","$3,350 ","($1,430)"
10363,Lake Norman,First,WW10,Studio,Studio,AL,B,  297 ,,8/17/2019,"$4,780 ","$3,000 ","($1,780)"
10363,Lake Norman,First,WW11,One Bedroom,One Bedroom,AL,A,  525 ,,3/14/2017,"$5,655 ","$4,925 ",($730)
10363,Lake Norman,First,WW12,One Bedroom,One Bedroom,AL,A,  525 ,,10/31/2019,"$5,655 ","$4,600 ","($1,055)"
10354,Orange City,First,101,Studio,Studio,AL,B,  312 ,,1/19/2017,"$2,945 ","$3,096 ",$151 
10354,Orange City,First,102,Studio,Studio,AL,B,  308 ,44,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,First,103,Studio,Studio,AL,A,  336 ,,6/28/2019,"$3,070 ","$2,495 ",($575)
10354,Orange City,First,104,Studio,Studio,AL,B,  336 ,,7/16/2019,"$3,070 ","$2,620 ",($450)
10354,Orange City,First,105,Studio,Studio,AL,B,  312 ,49,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,First,106,Studio,Studio,AL,A,  314 ,69,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,First,107,One Bedroom,One Bedroom,AL,C,  482 ,,8/22/2016,"$3,700 ","$3,739 ",$39 
10354,Orange City,First,108,One Bedroom,One Bedroom,AL,B,  481 ,,11/25/2016,"$3,700 ","$3,560 ",($140)
10354,Orange City,First,109,Studio,Studio,AL,C,  285 ,337,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,First,110,Two Bedroom,Two Bedroom,AL,A,  611 ,90,,"$3,785 ",$0 ,"($3,785)"
10354,Orange City,First,111,Two Bedroom,Two Bedroom,AL,B,  615 ,19,,"$3,975 ",$0 ,"($3,975)"
10354,Orange City,First,112,Studio,Studio,AL,A,  310 ,,9/30/2018,"$2,945 ","$2,000 ",($945)
10354,Orange City,First,113,Studio,Studio,AL,C,  313 ,365,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,First,114,Studio,Studio,AL,C,  336 ,,9/26/2016,"$3,070 ","$3,183 ",$113 
10354,Orange City,First,115,Studio,Studio,AL,B,  336 ,40,,"$3,070 ",$0 ,"($3,070)"
10354,Orange City,First,116,Studio,Studio,AL,C,  315 ,,2/8/2016,"$2,945 ","$2,976 ",$31 
10354,Orange City,First,117,Studio,Studio,AL,C,  313 ,,7/31/2019,"$2,945 ","$2,000 ",($945)
10354,Orange City,First,118,One Bedroom,One Bedroom,AL,A,  479 ,365,,"$3,700 ",$0 ,"($3,700)"
10354,Orange City,First,119,One Bedroom,One Bedroom,AL,B,  483 ,,5/31/2018,"$3,700 ","$3,824 ",$124 
10354,Orange City,First,120,Studio,Studio,AL,C,  282 ,126,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,First,121,Two Bedroom,Two Bedroom,AL,B,  607 ,,3/21/2017,"$3,975 ","$2,678 ","($1,297)"
10354,Orange City,First,122,Two Bedroom,Two Bedroom,AL,C,  611 ,,8/31/2016,"$3,975 ","$3,484 ",($491)
10354,Orange City,First,123,Studio,Studio,AL,B,  309 ,,1/31/2016,"$2,945 ","$2,976 ",$31 
10354,Orange City,First,124,Studio,Studio,AL,B,  309 ,55,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,First,125,Studio,Studio,AL,B,  336 ,,6/30/2019,"$3,070 ","$2,495 ",($575)
10354,Orange City,First,126,Studio,Studio,AL,A,  339 ,,6/15/2019,"$3,070 ","$2,250 ",($820)
10354,Orange City,First,127,Studio,Studio,AL,B,  316 ,,6/20/2016,"$2,945 ","$2,976 ",$31 
10354,Orange City,First,128,Studio,Studio,AL,A,  316 ,101,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,First,129,One Bedroom,One Bedroom,AL,B,  482 ,,10/26/2018,"$3,700 ","$2,500 ","($1,200)"
10354,Orange City,First,130,One Bedroom,One Bedroom,AL,B,  480 ,,7/31/2017,"$3,700 ","$3,595 ",($105)
10354,Orange City,First,131,Studio,Studio,AL,A,  285 ,,3/28/2019,"$2,945 ","$2,000 ",($945)
10354,Orange City,First,132,Two Bedroom,Two Bedroom,AL,A,  617 ,170,,"$3,975 ",$0 ,"($3,975)"
10354,Orange City,First,133,Two Bedroom,Two Bedroom,AL,A,  611 ,192,,"$3,975 ",$0 ,"($3,975)"
10354,Orange City,First,134,Studio,Studio,AL,B,  308 ,34,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,First,135,Studio,Studio,AL,B,  306 ,255,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,First,136,One Bedroom,One Bedroom,AL,B,  611 ,,10/15/2014,"$3,950 ","$4,215 ",$265 
10354,Orange City,First,137,Studio,Studio,AL,A,  336 ,,9/29/2019,"$3,070 ","$2,400 ",($670)
10354,Orange City,First,139,Studio,Studio,AL,A,  316 ,,5/31/2019,"$2,945 ","$2,000 ",($945)
10354,Orange City,First,140,One Bedroom,One Bedroom,AL,A,  482 ,,4/13/2019,"$3,700 ","$3,300 ",($400)
10354,Orange City,First,141,One Bedroom,One Bedroom,AL,B,  484 ,,3/15/2019,"$3,700 ","$3,700 ",$0 
10354,Orange City,First,142,Studio,Studio,AL,B,  288 ,273,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,First,143,Two Bedroom,Two Bedroom,AL,C,  615 ,240,,"$3,975 ",$0 ,"($3,975)"
10354,Orange City,First,144,Two Bedroom,Two Bedroom,AL,A,  613 ,365,,"$3,975 ",$0 ,"($3,975)"
10354,Orange City,Second,201,Studio,Studio,AL,C,  307 ,365,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,Second,202,Studio,Studio,AL,A,  309 ,352,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,Second,203,Studio,Studio,AL,B,  335 ,276,,"$3,070 ",$0 ,"($3,070)"
10354,Orange City,Second,204,Studio,Studio,AL,B,  336 ,,2/28/2018,"$3,070 ","$3,193 ",$123 
10354,Orange City,Second,205,Studio,Studio,AL,C,  313 ,291,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,Second,206,Studio,Studio,AL,C,  314 ,247,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,Second,207,One Bedroom,One Bedroom,AL,B,  480 ,,11/26/2017,"$3,700 ","$3,666 ",($34)
10354,Orange City,Second,208,One Bedroom,One Bedroom,AL,B,  478 ,,5/25/2019,"$3,700 ","$3,300 ",($400)
10354,Orange City,Second,209,Studio,Studio,AL,B,  283 ,,8/31/2016,"$2,945 ","$2,976 ",$31 
10354,Orange City,Second,210,Two Bedroom,Two Bedroom,AL,B,  610 ,,5/24/2016,"$3,975 ","$3,543 ",($432)
10354,Orange City,Second,211,Two Bedroom,Two Bedroom,AL,A,  607 ,365,,"$3,975 ",$0 ,"($3,975)"
10354,Orange City,Second,213,Studio,Studio,AL,A,  310 ,63,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,Second,214,One Bedroom,One Bedroom,AL,A,  656 ,,4/30/2018,"$3,950 ","$2,475 ","($1,475)"
10354,Orange City,Second,214,One Bedroom,One Bedroom,AL,A,  656 ,,8/31/2018,"$3,950 ","$2,475 ","($1,475)"
10354,Orange City,Second,215,Studio,Studio,AL,C,  335 ,,6/30/2019,"$3,070 ","$2,465 ",($605)
10354,Orange City,Second,216,Studio,Studio,AL,B,  315 ,,11/26/2017,"$2,945 ","$2,125 ",($820)
10354,Orange City,Second,217,Studio,Studio,AL,A,  316 ,365,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,Second,218,One Bedroom,One Bedroom,AL,B,  481 ,,9/30/2017,"$3,700 ","$3,320 ",($380)
10354,Orange City,Second,219,One Bedroom,One Bedroom,AL,B,  479 ,,3/24/2014,"$3,700 ","$3,715 ",$15 
10354,Orange City,Second,220,Studio,Studio,AL,C,  283 ,63,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,Second,221,Two Bedroom,Two Bedroom,AL,B,  606 ,365,,"$3,975 ",$0 ,"($3,975)"
10354,Orange City,Second,222,Two Bedroom,Two Bedroom,AL,B,  607 ,,6/30/2018,"$3,975 ","$3,807 ",($168)
10354,Orange City,Second,223,Studio,Studio,AL,A,  310 ,,10/30/2018,"$2,945 ","$2,000 ",($945)
10354,Orange City,Second,225,Studio,Studio Deluxe,AL,A,  340 ,231,,"$3,950 ",$0 ,"($3,950)"
10354,Orange City,Second,226,One Bedroom,One Bedroom,AL,A,  658 ,95,,"$3,950 ",$0 ,"($3,950)"
10354,Orange City,Second,228,Studio,Studio,AL,B,  316 ,,11/19/2016,"$2,945 ","$2,834 ",($111)
10354,Orange City,Second,229,One Bedroom,One Bedroom,AL,B,  484 ,79,,"$3,700 ",$0 ,"($3,700)"
10354,Orange City,Second,230,One Bedroom,One Bedroom,AL,B,  479 ,,10/22/2016,"$3,700 ","$3,568 ",($132)
10354,Orange City,Second,231,Studio,Studio,AL,B,  282 ,,12/7/2015,"$2,945 ","$2,976 ",$31 
10354,Orange City,Second,232,Two Bedroom,Two Bedroom,AL,B,  611 ,,8/20/2016,"$3,975 ","$3,543 ",($432)
10354,Orange City,Second,233,Two Bedroom,Two Bedroom,AL,B,  613 ,,8/1/2014,"$3,975 ","$4,050 ",$75 
10354,Orange City,Second,234,Studio,Studio,AL,B,  308 ,,4/30/2019,"$2,945 ","$2,500 ",($445)
10354,Orange City,Second,236,Studio,Studio,AL,B,  298 ,,6/30/2014,"$3,070 ","$3,006 ",($64)
10354,Orange City,Second,237,One Bedroom,One Bedroom,AL,A,  654 ,,7/31/2019,"$3,950 ","$3,200 ",($750)
10354,Orange City,Second,238,Studio,Studio,AL,B,  312 ,63,,"$2,945 ",$0 ,"($2,945)"
10354,Orange City,Second,239,Studio,Studio,AL,B,  316 ,,10/31/2017,"$2,945 ","$2,917 ",($28)
